RELIANCE Historical Data,RELIANCE Historical Data,RELIANCE Historical Data,RELIANCE Historical Data,RELIANCE Historical Data,RELIANCE Historical Data,RELIANCE Historical Data
Download Now  View Chart,Download Now  View Chart,Download Now  View Chart,Download Now  View Chart,Download Now  View Chart,Download Now  View Chart,Download Now  View Chart
Equitypandit Financial Services Pvt. Ltd.,Equitypandit Financial Services Pvt. Ltd.,Equitypandit Financial Services Pvt. Ltd.,Equitypandit Financial Services Pvt. Ltd.,Equitypandit Financial Services Pvt. Ltd.,Equitypandit Financial Services Pvt. Ltd.,Equitypandit Financial Services Pvt. Ltd.
Date,Price,Open,High,Low,Volume,Change(%)
10 Feb 2025,1253.65,1264.5,1266.5,1245.55,6970972,-1.03%
07 Feb 2025,1266.7,1276.15,1283.7,1262.0,8764283,-1.16%
06 Feb 2025,1281.55,1273.7,1288.0,1270.35,9956001,0.26%
05 Feb 2025,1278.2,1282.65,1290.5,1276.7,10112028,-0.54%
04 Feb 2025,1285.2,1248.05,1288.8,1246.6,16691069,3.15%
03 Feb 2025,1245.9,1251.0,1256.0,1237.55,9252345,-1.48%
01 Feb 2025,1264.6,1265.1,1270.55,1241.0,7118453,-0.04%
31 Jan 2025,1265.1,1255.85,1267.0,1249.0,6584612,0.96%
30 Jan 2025,1253.05,1235.55,1257.0,1232.4,9269259,1.42%
29 Jan 2025,1235.5,1236.0,1242.75,1228.05,5928156,0.09%
28 Jan 2025,1234.4,1238.0,1244.75,1218.5,10568025,0.41%
27 Jan 2025,1229.35,1239.1,1240.45,1220.0,9536019,-1.36%
24 Jan 2025,1246.3,1266.0,1273.0,1243.5,14235970,-1.37%
23 Jan 2025,1263.65,1270.0,1277.35,1261.6,8720682,-1.05%
22 Jan 2025,1277.1,1278.3,1282.9,1268.7,10273590,0.27%
21 Jan 2025,1273.7,1310.5,1313.0,1270.2,14562976,-2.43%
20 Jan 2025,1305.45,1316.0,1316.0,1300.25,14040244,0.24%
17 Jan 2025,1302.35,1322.25,1326.0,1285.0,29366277,2.83%
16 Jan 2025,1266.45,1258.9,1275.0,1251.3,14117603,1.14%
15 Jan 2025,1252.2,1244.95,1257.0,1241.85,9578856,1.09%
14 Jan 2025,1238.75,1244.1,1253.35,1227.25,13095266,-0.09%
13 Jan 2025,1239.85,1230.0,1245.25,1226.4,13764861,-0.17%
10 Jan 2025,1241.9,1253.85,1256.75,1236.0,8120332,-1.02%
09 Jan 2025,1254.75,1267.0,1269.75,1248.05,12794704,-0.85%
08 Jan 2025,1265.5,1249.0,1271.05,1245.35,19346579,1.99%
07 Jan 2025,1240.85,1222.0,1244.5,1221.25,10070505,1.88%
06 Jan 2025,1218.0,1253.95,1262.0,1215.0,14816766,-2.65%
03 Jan 2025,1251.15,1243.9,1262.05,1235.5,15521102,0.75%
02 Jan 2025,1241.8,1221.25,1244.45,1220.0,15486276,1.68%
01 Jan 2025,1221.25,1214.85,1226.3,1211.6,5892590,0.48%
31 Dec 2024,1215.45,1208.0,1219.1,1206.15,6405475,0.39%
30 Dec 2024,1210.7,1216.4,1223.2,1208.1,8818766,-0.85%
27 Dec 2024,1221.05,1218.3,1227.9,1217.0,7000397,0.37%
26 Dec 2024,1216.55,1224.25,1227.7,1214.25,10016178,-0.51%
24 Dec 2024,1222.75,1222.3,1233.55,1221.0,6734917,0.04%
23 Dec 2024,1222.3,1215.0,1227.2,1213.2,10052824,1.41%
20 Dec 2024,1205.3,1224.0,1239.5,1201.5,20312896,-2.04%
19 Dec 2024,1230.45,1239.0,1244.9,1229.0,14244653,-1.82%
18 Dec 2024,1253.25,1240.65,1259.95,1240.65,12670179,0.64%
17 Dec 2024,1245.3,1261.05,1263.9,1242.8,17462791,-1.81%
16 Dec 2024,1268.3,1275.0,1281.0,1266.55,9486781,-0.36%
13 Dec 2024,1272.85,1260.0,1275.2,1239.6,28630222,0.79%
12 Dec 2024,1262.9,1270.0,1278.2,1260.6,20906813,-1.20%
11 Dec 2024,1278.2,1285.0,1290.0,1276.05,11724373,-0.52%
10 Dec 2024,1284.85,1289.25,1294.9,1280.2,16043729,-0.80%
09 Dec 2024,1295.15,1303.0,1315.0,1293.1,14650002,-1.25%
06 Dec 2024,1311.55,1323.9,1323.9,1310.0,9037514,-0.79%
05 Dec 2024,1322.05,1314.35,1329.95,1306.15,16858723,1.00%
04 Dec 2024,1308.95,1326.0,1328.4,1304.05,19608540,-1.08%
03 Dec 2024,1323.3,1317.0,1326.8,1307.0,16869482,1.08%
02 Dec 2024,1309.15,1288.0,1311.35,1277.05,11024152,1.31%
29 Nov 2024,1292.2,1280.0,1299.5,1275.25,13202307,1.68%
28 Nov 2024,1270.8,1289.95,1296.6,1269.05,15027412,-1.73%
27 Nov 2024,1293.2,1293.5,1303.85,1286.0,9572746,-0.19%
26 Nov 2024,1295.7,1294.95,1297.85,1284.2,9247557,0.68%
25 Nov 2024,1287.0,1290.0,1304.45,1282.45,28923341,1.71%
22 Nov 2024,1265.4,1229.4,1268.85,1222.45,20471957,3.47%
21 Nov 2024,1223.0,1241.65,1243.95,1217.25,19433843,-1.50%
19 Nov 2024,1241.65,1260.75,1281.5,1235.15,14183746,-1.51%
18 Nov 2024,1260.75,1267.6,1272.9,1243.9,13620611,-0.54%
14 Nov 2024,1267.6,1253.6,1272.6,1251.1,12612633,1.24%
13 Nov 2024,1252.05,1270.25,1275.45,1249.5,14633633,-1.74%
12 Nov 2024,1274.25,1275.55,1289.3,1267.5,10671091,0.12%
11 Nov 2024,1272.7,1278.95,1286.0,1267.0,9056552,-0.86%
08 Nov 2024,1283.75,1297.65,1301.65,1275.0,19814406,-1.68%
07 Nov 2024,1305.65,1324.0,1324.0,1302.6,9611974,-1.49%
06 Nov 2024,1325.35,1310.0,1328.3,1300.2,21625209,1.54%
05 Nov 2024,1305.3,1293.0,1309.55,1286.15,16267479,0.24%
04 Nov 2024,1302.15,1337.85,1340.0,1285.1,19796890,-2.73%
01 Nov 2024,1338.65,1333.05,1341.95,1333.0,2127335,0.50%
31 Oct 2024,1332.05,1340.0,1343.0,1326.15,9331650,-0.88%
30 Oct 2024,1343.9,1335.0,1350.0,1325.35,11984423,0.29%
29 Oct 2024,1340.0,1328.1,1343.2,1320.3,12008361,0.42%
28 Oct 2024,1334.35,1337.0,1353.0,1322.1,10824350,0.49%
25 Oct 2024,1327.85,1343.5,1344.35,1322.0,9298748,-0.89%
24 Oct 2024,1339.8,1335.28,1343.7,1323.13,11077967,0.09%
23 Oct 2024,1338.53,1337.5,1357.48,1335.0,8607371,-0.36%
22 Oct 2024,1343.35,1369.2,1376.0,1340.23,7915980,-1.89%
21 Oct 2024,1369.2,1367.13,1374.0,1357.73,7033704,0.73%
18 Oct 2024,1359.3,1352.18,1368.43,1341.33,6041226,0.21%
17 Oct 2024,1356.43,1365.7,1368.45,1352.05,7771830,0.17%
16 Oct 2024,1354.08,1340.0,1364.0,1337.63,10017219,0.75%
15 Oct 2024,1344.03,1358.53,1371.7,1340.7,16881397,-2.08%
14 Oct 2024,1372.53,1379.45,1380.08,1368.25,6110716,0.03%
11 Oct 2024,1372.1,1370.0,1383.28,1368.83,3990061,0.08%
10 Oct 2024,1371.05,1380.03,1386.0,1369.43,11179323,-0.26%
09 Oct 2024,1374.6,1397.53,1400.98,1372.5,7155305,-1.63%
08 Oct 2024,1397.35,1372.98,1401.0,1365.1,8510404,1.94%
07 Oct 2024,1370.73,1393.5,1396.5,1361.38,11090670,-1.14%
04 Oct 2024,1386.53,1403.93,1417.35,1381.78,18536438,-1.45%
03 Oct 2024,1406.98,1436.58,1449.4,1402.08,18878647,-3.95%
01 Oct 2024,1464.83,1480.65,1487.95,1462.83,8215821,-0.80%
30 Sep 2024,1476.58,1519.4,1524.98,1474.4,13504407,-3.25%
27 Sep 2024,1526.18,1499.0,1533.48,1492.0,10298739,1.88%
26 Sep 2024,1497.95,1490.65,1504.0,1488.05,9409499,0.27%
25 Sep 2024,1493.95,1483.9,1496.5,1480.2,3534501,0.31%
24 Sep 2024,1489.38,1488.5,1500.5,1487.88,8568722,-0.27%
23 Sep 2024,1493.38,1491.0,1501.5,1488.95,4416157,0.50%
20 Sep 2024,1485.93,1474.0,1495.0,1471.38,15448660,1.11%
19 Sep 2024,1469.68,1466.25,1476.5,1455.55,8477951,0.43%
18 Sep 2024,1463.45,1470.0,1482.0,1460.55,4287357,-0.60%
17 Sep 2024,1472.3,1474.0,1477.48,1466.63,2967664,0.06%
16 Sep 2024,1471.35,1477.55,1480.9,1464.75,2740887,-0.09%
13 Sep 2024,1472.63,1476.4,1483.15,1469.5,4355664,-0.48%
12 Sep 2024,1479.8,1457.0,1486.0,1445.88,11174688,1.95%
11 Sep 2024,1451.5,1463.05,1468.75,1447.55,4880101,-0.69%
10 Sep 2024,1461.53,1460.5,1472.05,1457.58,5384130,-0.06%
09 Sep 2024,1462.45,1466.5,1469.93,1455.6,4505149,-0.16%
06 Sep 2024,1464.83,1492.5,1497.0,1461.63,9697114,-1.89%
05 Sep 2024,1492.98,1519.05,1525.78,1487.05,8132084,-1.42%
04 Sep 2024,1514.55,1500.7,1517.5,1499.5,5991652,0.36%
03 Sep 2024,1509.13,1521.25,1523.0,1507.5,5461900,-0.47%
02 Sep 2024,1516.25,1510.88,1526.8,1506.63,5620426,0.44%
30 Aug 2024,1509.63,1534.0,1539.73,1503.33,20810365,-0.74%
29 Aug 2024,1520.93,1503.1,1537.0,1494.0,19167679,1.51%
28 Aug 2024,1498.3,1505.0,1507.48,1493.0,4805143,-0.14%
27 Aug 2024,1500.45,1510.5,1513.48,1499.45,3125578,-0.80%
26 Aug 2024,1512.6,1506.98,1523.0,1503.0,4408057,0.84%
23 Aug 2024,1499.98,1503.75,1511.33,1498.43,4624827,0.12%
22 Aug 2024,1498.13,1503.0,1506.5,1490.65,5222891,-0.04%
21 Aug 2024,1498.68,1493.25,1507.88,1490.0,3884998,0.18%
20 Aug 2024,1495.95,1497.23,1503.93,1490.03,4205904,0.51%
19 Aug 2024,1488.4,1482.5,1498.3,1480.5,6898871,0.69%
16 Aug 2024,1478.2,1468.65,1480.4,1458.05,4708451,1.12%
14 Aug 2024,1461.85,1463.55,1472.0,1453.7,3133733,-0.12%
13 Aug 2024,1463.63,1460.75,1470.08,1458.0,3132532,0.21%
12 Aug 2024,1460.63,1470.0,1473.0,1457.75,4092292,-0.93%
09 Aug 2024,1474.3,1460.0,1476.5,1456.0,3124888,1.74%
08 Aug 2024,1449.13,1457.53,1465.0,1445.93,6193596,-1.07%
07 Aug 2024,1464.83,1469.0,1472.5,1461.5,4087284,0.60%
06 Aug 2024,1456.05,1455.15,1477.5,1451.33,5118093,0.60%
05 Aug 2024,1447.33,1480.0,1483.9,1433.25,8523352,-3.47%
02 Aug 2024,1499.33,1505.0,1509.33,1493.28,5134124,-1.05%
01 Aug 2024,1515.3,1512.0,1518.0,1504.3,5382111,0.66%
31 Jul 2024,1505.43,1504.0,1510.45,1501.15,5028673,-0.51%
30 Jul 2024,1513.15,1517.03,1525.0,1510.0,4114104,-0.46%
29 Jul 2024,1520.1,1511.95,1527.5,1511.78,3769275,0.73%
26 Jul 2024,1509.03,1492.4,1512.43,1490.35,4929970,1.11%
25 Jul 2024,1492.4,1481.0,1500.48,1477.08,6259938,-0.22%
24 Jul 2024,1495.7,1485.0,1509.5,1476.4,5956681,0.52%
23 Jul 2024,1487.9,1501.0,1505.75,1463.0,9026022,-0.85%
22 Jul 2024,1500.68,1537.25,1537.5,1499.28,9837188,-3.50%
19 Jul 2024,1555.15,1586.0,1589.98,1552.8,6570195,-1.99%
18 Jul 2024,1586.68,1576.0,1593.9,1557.83,6149187,0.66%
16 Jul 2024,1576.25,1593.5,1600.0,1569.13,4693419,-1.31%
15 Jul 2024,1597.23,1604.45,1605.85,1585.5,2664844,0.03%
12 Jul 2024,1596.73,1584.5,1605.15,1574.5,6462392,1.02%
11 Jul 2024,1580.65,1587.5,1604.25,1570.5,5970473,-0.23%
10 Jul 2024,1584.23,1595.0,1597.5,1563.15,3567289,-0.38%
09 Jul 2024,1590.28,1597.6,1600.5,1580.5,3480001,-0.66%
08 Jul 2024,1600.9,1589.0,1608.8,1582.53,4750403,0.77%
05 Jul 2024,1588.63,1553.83,1598.5,1548.0,6134855,2.23%
04 Jul 2024,1554.03,1557.0,1567.5,1550.8,3418588,0.10%
03 Jul 2024,1552.43,1566.33,1575.0,1542.78,4524810,-0.81%
02 Jul 2024,1565.18,1569.5,1573.5,1557.0,3874623,0.32%
01 Jul 2024,1560.15,1562.53,1579.4,1555.68,3862153,-0.34%
28 Jun 2024,1565.4,1531.03,1581.0,1531.03,14478668,2.28%
27 Jun 2024,1530.55,1513.75,1537.5,1506.0,14191515,1.09%
26 Jun 2024,1514.03,1446.05,1518.98,1445.13,11007441,4.12%
25 Jun 2024,1454.15,1443.0,1455.93,1441.0,3522693,0.88%
24 Jun 2024,1441.48,1445.53,1449.5,1437.5,4439193,-0.87%
21 Jun 2024,1454.2,1473.63,1474.7,1440.58,15585180,-1.32%
20 Jun 2024,1473.7,1459.0,1482.85,1450.1,8056888,1.03%
19 Jun 2024,1458.65,1487.5,1487.5,1456.0,4362937,-1.51%
18 Jun 2024,1481.03,1487.35,1487.4,1471.35,3598383,0.24%
14 Jun 2024,1477.55,1470.0,1479.68,1457.23,4078999,0.84%
13 Jun 2024,1465.25,1472.0,1472.25,1460.1,4590580,0.13%
12 Jun 2024,1463.33,1457.5,1476.0,1455.18,5040871,0.46%
11 Jun 2024,1456.68,1469.0,1473.68,1454.68,5887451,-1.00%
10 Jun 2024,1471.4,1469.95,1493.35,1468.08,4625880,0.10%
07 Jun 2024,1469.95,1428.5,1472.0,1426.5,9279348,2.68%
06 Jun 2024,1431.6,1435.0,1443.7,1421.35,8927861,0.76%
05 Jun 2024,1420.75,1422.0,1431.15,1384.1,8732445,1.68%
04 Jun 2024,1397.28,1498.05,1498.05,1359.3,18354549,-7.49%
03 Jun 2024,1510.33,1483.0,1514.5,1459.0,10763971,5.59%
31 May 2024,1430.4,1431.3,1442.25,1422.25,15534916,0.39%
30 May 2024,1424.85,1435.5,1440.4,1420.1,6603429,-1.11%
29 May 2024,1440.78,1446.5,1458.0,1438.45,3691778,-1.06%
28 May 2024,1456.2,1468.0,1478.5,1452.75,3910081,-0.69%
27 May 2024,1466.25,1480.23,1484.9,1461.55,3314505,-0.95%
24 May 2024,1480.25,1483.63,1488.5,1476.1,3547388,-0.39%
23 May 2024,1486.05,1458.55,1492.23,1455.0,7304130,1.74%
22 May 2024,1460.65,1436.28,1468.78,1436.28,5140802,1.71%
21 May 2024,1436.13,1425.6,1441.83,1425.6,5588064,0.09%
18 May 2024,1434.83,1437.5,1439.5,1432.7,213020,-0.06%
17 May 2024,1435.7,1423.05,1437.2,1413.25,5458238,0.73%
16 May 2024,1425.35,1418.55,1427.5,1398.03,7355887,0.64%
15 May 2024,1416.28,1420.5,1429.98,1413.03,2523267,-0.27%
14 May 2024,1420.08,1400.98,1427.08,1400.03,3594150,1.24%
13 May 2024,1402.7,1399.9,1406.98,1384.0,4228310,-0.34%
10 May 2024,1407.43,1396.75,1410.0,1388.08,5252548,0.95%
09 May 2024,1394.13,1413.0,1423.75,1390.0,5504806,-1.72%
08 May 2024,1418.55,1397.5,1432.95,1397.5,4719501,1.22%
07 May 2024,1401.48,1415.98,1420.75,1392.0,7258736,-1.27%
06 May 2024,1419.53,1435.5,1440.0,1418.0,3697104,-1.01%
03 May 2024,1434.0,1471.0,1474.95,1416.15,8613479,-2.22%
02 May 2024,1466.55,1472.0,1477.33,1464.13,7256323,-0.03%
30 Apr 2024,1467.0,1468.0,1483.08,1462.88,5737131,0.13%
29 Apr 2024,1465.03,1450.0,1467.9,1450.0,3623987,0.86%
26 Apr 2024,1452.55,1463.95,1465.0,1450.0,4706924,-0.51%
25 Apr 2024,1459.98,1442.5,1467.98,1441.5,7971963,0.68%
24 Apr 2024,1450.18,1463.5,1468.55,1449.5,5231388,-0.63%
23 Apr 2024,1459.33,1479.0,1493.5,1455.55,7302777,-1.39%
22 Apr 2024,1479.85,1472.45,1482.83,1467.8,5175181,0.66%
19 Apr 2024,1470.13,1456.78,1474.0,1443.03,7870889,0.40%
18 Apr 2024,1464.33,1463.5,1486.0,1459.35,9502846,-0.10%
16 Apr 2024,1465.75,1453.35,1471.18,1450.93,4683092,0.06%
15 Apr 2024,1464.83,1461.0,1482.13,1446.33,6451031,-0.16%
12 Apr 2024,1467.15,1475.88,1486.48,1463.08,7775506,-0.84%
10 Apr 2024,1479.58,1466.35,1487.0,1466.35,4569165,1.09%
09 Apr 2024,1463.65,1489.0,1489.8,1462.5,3535707,-1.50%
08 Apr 2024,1485.98,1462.98,1490.98,1461.0,4178559,1.77%
05 Apr 2024,1460.1,1460.88,1470.8,1456.0,3721149,-0.19%
04 Apr 2024,1462.93,1479.75,1479.75,1450.0,7245136,-0.59%
03 Apr 2024,1471.6,1482.08,1484.45,1468.9,3504146,-1.03%
02 Apr 2024,1486.95,1484.0,1494.0,1475.0,4455083,0.15%
01 Apr 2024,1484.78,1492.48,1493.98,1482.5,2506940,-0.07%
28 Mar 2024,1485.85,1492.88,1505.95,1478.65,10927182,-0.47%
27 Mar 2024,1492.85,1448.0,1500.0,1447.0,8163322,3.56%
26 Mar 2024,1441.58,1445.0,1452.4,1439.0,5707953,-0.92%
22 Mar 2024,1455.03,1449.98,1460.0,1447.35,9763804,0.28%
21 Mar 2024,1450.98,1452.53,1457.9,1444.68,6503468,0.50%
20 Mar 2024,1443.75,1427.95,1445.0,1424.03,4244403,1.30%
19 Mar 2024,1425.25,1428.75,1437.6,1417.25,4137882,-0.99%
18 Mar 2024,1439.48,1420.0,1441.73,1416.53,4584696,1.50%
15 Mar 2024,1418.23,1425.95,1433.23,1412.9,9611909,-0.93%
14 Mar 2024,1431.48,1439.7,1448.53,1425.5,9285551,-0.05%
13 Mar 2024,1432.18,1479.78,1483.1,1427.78,6761067,-2.93%
12 Mar 2024,1475.43,1466.6,1488.0,1465.03,4716339,0.60%
11 Mar 2024,1466.6,1489.0,1489.0,1463.5,5638565,-0.83%
07 Mar 2024,1478.93,1502.98,1503.1,1475.55,4157863,-1.60%
06 Mar 2024,1503.0,1493.45,1509.0,1478.5,3902838,0.19%
05 Mar 2024,1500.2,1505.78,1507.4,1486.05,3553834,-0.48%
04 Mar 2024,1507.4,1490.48,1512.45,1487.23,5012210,1.09%
02 Mar 2024,1491.08,1492.0,1500.45,1488.0,358150,-0.07%
01 Mar 2024,1492.13,1463.5,1500.0,1462.5,6066463,2.14%
29 Feb 2024,1460.8,1465.0,1478.98,1454.53,11814488,0.36%
28 Feb 2024,1455.63,1483.0,1491.28,1450.18,4323975,-2.02%
27 Feb 2024,1485.65,1483.03,1499.95,1478.05,5413022,-0.11%
26 Feb 2024,1487.33,1493.55,1494.53,1482.5,3756553,-0.42%
23 Feb 2024,1493.63,1489.5,1497.55,1483.35,7219292,0.80%
22 Feb 2024,1481.75,1468.15,1484.95,1458.0,9246864,0.96%
21 Feb 2024,1467.7,1474.0,1488.53,1457.55,6360146,-0.23%
20 Feb 2024,1471.03,1475.03,1475.5,1461.8,3558748,-0.20%
19 Feb 2024,1474.0,1462.05,1479.5,1453.53,3364914,0.92%
16 Feb 2024,1460.58,1476.48,1477.0,1458.55,4883749,-0.68%
15 Feb 2024,1470.6,1483.35,1484.73,1466.53,5003391,-0.73%
14 Feb 2024,1481.38,1457.5,1483.65,1457.5,3558944,1.11%
13 Feb 2024,1465.1,1455.5,1479.0,1454.0,3857797,0.88%
12 Feb 2024,1452.35,1460.75,1461.0,1442.35,3337215,-0.58%
09 Feb 2024,1460.75,1454.0,1471.98,1450.95,6278399,0.73%
08 Feb 2024,1450.13,1450.0,1459.48,1427.53,7347317,0.55%
07 Feb 2024,1442.15,1435.93,1449.5,1429.25,4648284,1.01%
06 Feb 2024,1427.8,1441.85,1441.85,1419.83,4523992,-0.78%
05 Feb 2024,1439.03,1460.75,1470.5,1431.53,4407216,-1.28%
02 Feb 2024,1457.7,1433.18,1474.9,1433.18,9826294,2.18%
01 Feb 2024,1426.65,1435.0,1443.35,1418.05,6674681,0.00%
31 Jan 2024,1426.63,1404.0,1434.25,1402.5,7565113,1.35%
30 Jan 2024,1407.63,1459.95,1459.98,1404.43,7046989,-2.79%
29 Jan 2024,1448.05,1364.5,1452.5,1360.18,11946719,7.02%
25 Jan 2024,1353.08,1342.95,1364.15,1335.2,5904436,0.68%
24 Jan 2024,1343.88,1335.23,1349.5,1323.93,10959564,1.15%
23 Jan 2024,1328.58,1371.75,1371.75,1322.55,10027710,-2.07%
20 Jan 2024,1356.65,1365.0,1383.48,1350.0,3641697,-0.79%
19 Jan 2024,1367.45,1376.0,1376.0,1359.0,5211352,-0.04%
18 Jan 2024,1367.95,1351.4,1371.0,1351.25,5139719,0.47%
17 Jan 2024,1361.58,1359.5,1386.28,1355.03,6098691,-0.95%
16 Jan 2024,1374.63,1389.98,1396.3,1370.5,4534512,-1.40%
15 Jan 2024,1394.13,1375.0,1396.45,1366.0,4305297,1.71%
12 Jan 2024,1370.73,1359.9,1373.33,1345.75,7506082,0.80%
11 Jan 2024,1359.9,1329.5,1362.5,1328.5,11862926,2.63%
10 Jan 2024,1325.05,1288.5,1329.5,1287.53,5551370,2.70%
09 Jan 2024,1290.25,1300.0,1303.4,1288.6,2701537,-0.27%
08 Jan 2024,1293.68,1305.0,1315.98,1284.48,3867326,-0.78%
05 Jan 2024,1303.85,1301.45,1309.93,1299.0,4043203,0.43%
04 Jan 2024,1298.33,1294.0,1304.93,1289.55,4806389,0.52%
03 Jan 2024,1291.65,1305.0,1317.0,1288.6,4518768,-1.09%
02 Jan 2024,1305.85,1292.5,1307.5,1286.5,3724400,0.83%
01 Jan 2024,1295.13,1290.28,1303.43,1286.58,2015270,0.21%
29 Dec 2023,1292.48,1305.55,1307.0,1289.65,5432292,-0.79%
28 Dec 2023,1302.78,1294.9,1306.0,1293.43,6151318,0.72%
27 Dec 2023,1293.43,1291.0,1299.95,1286.55,4602078,0.34%
26 Dec 2023,1289.03,1284.0,1295.98,1281.35,3732832,0.51%
22 Dec 2023,1282.53,1279.8,1290.45,1273.83,8270892,0.10%
21 Dec 2023,1281.28,1263.5,1286.75,1259.13,6882727,1.40%
20 Dec 2023,1263.58,1285.53,1299.43,1260.0,8868361,-1.21%
19 Dec 2023,1279.05,1277.5,1286.95,1262.6,8410302,1.47%
18 Dec 2023,1260.5,1247.8,1267.45,1245.48,7082594,1.02%
15 Dec 2023,1247.8,1239.0,1250.0,1235.03,7966076,1.28%
14 Dec 2023,1232.08,1227.0,1237.48,1221.33,8486177,1.24%
13 Dec 2023,1216.98,1211.0,1219.18,1203.15,5015591,0.41%
12 Dec 2023,1212.03,1230.0,1232.48,1210.08,4598562,-1.44%
11 Dec 2023,1229.68,1228.0,1233.8,1226.2,3533069,0.15%
08 Dec 2023,1227.88,1231.93,1238.35,1222.5,5102447,-0.05%
07 Dec 2023,1228.53,1230.0,1230.48,1221.0,4071048,-0.16%
06 Dec 2023,1230.55,1223.55,1236.48,1217.5,8211221,0.96%
05 Dec 2023,1218.88,1219.5,1220.43,1210.83,6346812,0.73%
04 Dec 2023,1210.1,1225.0,1225.0,1199.3,7795495,1.08%
01 Dec 2023,1197.15,1189.0,1198.2,1188.8,7171421,0.71%
30 Nov 2023,1188.73,1197.35,1200.35,1184.95,14219992,-0.97%
29 Nov 2023,1200.35,1204.0,1205.98,1199.03,6265653,0.26%
28 Nov 2023,1197.2,1196.95,1199.85,1187.63,6896087,0.02%
24 Nov 2023,1196.95,1195.8,1201.3,1195.53,3374743,-0.07%
23 Nov 2023,1197.75,1194.1,1200.0,1194.1,4265771,0.31%
22 Nov 2023,1194.1,1187.5,1197.23,1186.1,4267407,0.39%
21 Nov 2023,1189.45,1183.0,1194.0,1180.1,4107225,1.26%
20 Nov 2023,1174.68,1174.28,1179.2,1168.2,2245093,-0.26%
17 Nov 2023,1177.78,1176.45,1186.63,1176.03,3879317,-0.22%
16 Nov 2023,1180.35,1175.55,1187.08,1173.48,6567455,0.18%
15 Nov 2023,1178.23,1170.0,1180.98,1163.5,6110324,1.81%
13 Nov 2023,1157.3,1161.45,1162.3,1155.85,1927405,-0.69%
12 Nov 2023,1165.33,1163.03,1166.0,1161.25,709922,0.68%
10 Nov 2023,1157.45,1152.78,1158.18,1149.03,3867477,0.19%
09 Nov 2023,1155.28,1167.93,1167.95,1152.1,7256805,-1.08%
08 Nov 2023,1167.95,1166.0,1170.5,1160.88,3942247,0.52%
07 Nov 2023,1161.9,1167.03,1169.55,1159.78,3480102,-0.65%
06 Nov 2023,1169.5,1166.15,1170.0,1162.8,5323652,0.83%
03 Nov 2023,1159.85,1163.6,1167.48,1157.88,4425078,-0.02%
02 Nov 2023,1160.1,1156.98,1162.15,1153.98,5281052,0.99%
01 Nov 2023,1148.7,1144.58,1158.75,1137.6,5154595,0.42%
31 Oct 2023,1143.95,1164.0,1164.0,1141.45,6404219,-1.06%
30 Oct 2023,1156.25,1137.0,1162.5,1134.98,8406652,2.06%
27 Oct 2023,1132.9,1120.0,1136.75,1117.98,5885542,1.77%
26 Oct 2023,1113.25,1125.5,1129.0,1110.15,7611267,-1.39%
25 Oct 2023,1128.98,1125.03,1140.6,1121.5,5810344,-0.23%
23 Oct 2023,1131.6,1145.0,1153.13,1127.63,3926981,-1.56%
20 Oct 2023,1149.55,1150.0,1157.35,1148.15,4456656,-0.31%
19 Oct 2023,1153.08,1156.0,1160.9,1150.5,6016278,-0.77%
18 Oct 2023,1162.0,1177.63,1183.5,1160.5,4459160,-1.33%
17 Oct 2023,1177.63,1178.0,1179.85,1170.65,3964090,0.48%
16 Oct 2023,1172.03,1172.5,1177.28,1168.0,2964518,-0.22%
13 Oct 2023,1174.65,1170.0,1178.75,1164.58,5075158,0.00%
12 Oct 2023,1174.7,1171.93,1179.68,1169.08,6277225,0.19%
11 Oct 2023,1172.53,1157.23,1174.85,1156.5,4907059,1.59%
10 Oct 2023,1154.2,1153.28,1158.95,1151.88,5118016,0.44%
09 Oct 2023,1149.13,1154.05,1155.98,1147.5,3788439,-0.85%
06 Oct 2023,1159.0,1158.53,1162.4,1156.03,2715513,0.17%
05 Oct 2023,1157.05,1159.63,1164.7,1154.5,5476841,0.00%
04 Oct 2023,1157.08,1154.5,1159.5,1147.55,5143193,-0.17%
03 Oct 2023,1159.08,1164.98,1167.8,1158.0,4429528,-1.14%
29 Sep 2023,1172.5,1170.9,1184.55,1167.05,6171007,0.47%
28 Sep 2023,1167.05,1191.5,1191.5,1162.5,7259173,-1.47%
27 Sep 2023,1184.45,1171.75,1185.9,1169.25,5861389,1.13%
26 Sep 2023,1171.25,1169.28,1175.1,1167.8,5043891,0.09%
25 Sep 2023,1170.23,1175.2,1180.35,1167.55,7127442,-0.62%
22 Sep 2023,1177.48,1188.0,1191.23,1175.0,9588393,-0.42%
21 Sep 2023,1182.4,1187.48,1195.05,1180.0,6113091,-0.73%
20 Sep 2023,1191.08,1211.53,1213.8,1177.5,28540942,-2.23%
18 Sep 2023,1218.23,1220.03,1225.5,1216.03,3758150,-0.87%
15 Sep 2023,1228.93,1234.0,1234.0,1224.75,12734296,0.19%
14 Sep 2023,1226.65,1230.0,1232.9,1222.5,4604818,0.09%
13 Sep 2023,1225.53,1220.0,1231.33,1213.13,6401669,0.50%
12 Sep 2023,1219.43,1241.5,1241.5,1217.98,8127833,-1.44%
11 Sep 2023,1237.3,1226.0,1238.43,1226.0,6635537,1.08%
08 Sep 2023,1224.1,1220.0,1228.0,1211.48,11554644,0.67%
07 Sep 2023,1216.0,1210.85,1219.13,1205.5,6826286,0.14%
